STATE,COUNTY,POPULATION,RISK_SCORE,RISK_RATNG,RISK_NPCTL,RISK_SPCTL,FIPS,NDVI_summertime_max,Tree_canopy_cover,Public_park_cover,1kAccessibleParks,Share_of_the_tract_s_land_area_that_is_covered_by_impervious_2,Life_expectancy_raw_value_2021,Access_to_exercise_opportunities_raw_value_2021,Adult_smoking_raw_value_2021,Excessive_drinking_raw_value_2021,Uninsured_raw_value_2021,Adult_obesity_raw_value_2021,feasibility_index,environment_index,community_index,overall_index,result
Iowa,Grundy,12453,8.221464551327180,Relatively Low,41.31126670910250,17.17171717171720,19075,0.901188528916968,0.003526194095612,0.00273,0,97.75,79.071275198,0.7153296394,0.1657610606,0.2596299895,0.0389677154,0.337,2.69931949384012E-09,8.7302514664388E-10,1.0415290490462E-08,1.3987635130946E-08,0.00017418802028567000
Iowa,Washington,21704,10.356995404848400,Relatively Low,60.78930617441120,49.494949494949500,19183,0.869279138338153,0.055304532051086,0.01088,0,82.6,78.933829357,0.7831736086,0.197492189,0.2413205555,0.0667681723,0.325,2.955330902447E-09,8.27701750819846E-10,1.0641741360076E-08,1.44247740133428E-08,0.00031307529518559300
Iowa,Buchanan,20958,7.322193919239180,Very Low,31.826861871419500,6.0606060606060600,19019,0.886674059080553,0.029238767623901,0.01101,5,84.66666666666670,79.128564606,0.7472087031,0.1864566353,0.25533618,0.0528916013,0.385,2.84514751178214E-09,8.1961474374371E-10,1.1120100290112E-08,1.47848625456379E-08,0.00030986114923147900
Iowa,Iowa,16355,7.842323582360050,Very Low,37.17377466581800,11.111111111111100,19095,0.875573199109859,0.062140460014343,0.03775,0,82.5,79.293356383,0.7643534087,0.1857346378,0.2534822331,0.0434448289,0.365,2.88431227037878E-09,8.33849830996809E-10,1.08752046942553E-08,1.45933667956309E-08,0.00023867451394254300
Iowa,Dallas,66135,5.436050737432980,Very Low,13.653723742839000,1.01010101010101,19049,0.852698348735879,0.065099935531616,0.02247,10,64.86666666666670,82.329652856,0.8522718681,0.1323792977,0.2456287008,0.0371626696,0.296,3.26713809925499E-09,7.29294373106171E-10,1.0367808557816E-08,1.43642410301772E-08,0.0009499790805307700
Iowa,Johnson,130882,14.068515787380200,Relatively Moderate,81.19032463399110,88.88888888888890,19103,0.854440775914573,0.068858079910278,0.09727,15,62.375,83.110072865,0.9321220641,0.1445447732,0.231326018,0.0567063329,0.27,3.59398673402423E-09,7.92184616941829E-10,1.04712973943978E-08,1.48574687453638E-08,0.0019445752243307100
Iowa,Poweshiek,18914,13.378814648770900,Relatively Low,78.67600254614900,84.84848484848480,19157,0.881087283556803,0.028361418247223,0.00539,0,85.8,79.359141973,0.7415142223,0.1854976346,0.2473206115,0.0542360061,0.339,2.79812786297092E-09,8.46160819736948E-10,1.06995237789099E-08,1.43438124616178E-08,0.00027129886889903800
Iowa,Cass,13956,12.38822660847900,Relatively Low,74.41120305537870,70.70707070707070,19029,0.873020915242269,0.0140212225914,0.00501,0,88.8,76.203565605,0.7682000573,0.2070340857,0.2184822389,0.0704540827,0.326,2.89882772308761E-09,8.4496591317197E-10,9.93818015804613E-09,1.36819737943057E-08,0.0001909456262733300
Iowa,Adair,7682,9.96128227833514,Relatively Low,57.6702737110121,39.39393939393940,19001,0.854434292391015,0.021579875946045,0.00561,0,85.0,78.663575723,0.7159593856,0.2040011372,0.2544522266,0.0524275429,0.287,2.7016958614617E-09,8.12702808065134E-10,1.02908736162096E-08,1.38052722857364E-08,0.00010605210169902700
Iowa,Taylor,6317,10.507005379463900,Relatively Low,61.80776575429660,50.505050505050500,19173,0.85647365964324,0.047390465736389,0.00513,0,70.0,78.327298978,0.6393857844,0.2130563375,0.2208549047,0.0710989933,0.341,2.41274290460384E-09,7.60701524911032E-10,1.06385817793205E-08,1.38120262088354E-08,8.72505695612131E-05
Iowa,Pottawattamie,93158,16.190598825499200,Relatively Moderate,87.65117759388920,98.989898989899,19155,0.870693876319077,0.02747260093689,0.01081,4,69.73333333333330,77.694489317,0.8559866034,0.2066475664,0.2451202025,0.0611643527,0.419,3.25051816291634E-09,7.84734008735082E-10,1.12518556473821E-08,1.52871078190335E-08,0.0014241163902055300
Iowa,Page,15932,10.051802020569300,Relatively Low,58.37046467218330,40.4040404040404,19145,0.876704314276394,0.030170960426331,0.00289,1,80.66666666666670,79.136756009,0.8068666834,0.1975339801,0.2463725565,0.0601525262,0.427,3.04984375363122E-09,8.06362225668263E-10,1.15756387349254E-08,1.54318447142249E-08,0.0002458601499870320
Iowa,Adams,4029,8.116411960956730,Relatively Low,40.292807129217000,16.161616161616200,19003,0.852388017985854,0.03842627286911,0.00772,0,68.5,79.80209226,0.5433109953,0.199455332,0.2455907288,0.0658273381,0.367,2.05020158546916E-09,7.38793001302544E-10,1.12589128758301E-08,1.40479074626018E-08,5.65990191668227E-05
Iowa,Fremont,7441,10.186216098810600,Relatively Low,59.42075111394020,42.424242424242400,19071,0.873406744281579,0.04865975856781,0.05093,0,87.33333333333330,77.011237338,0.4507458675,0.2070363786,0.2681065775,0.0490305742,0.361,1.70090408658471E-09,8.64607428982765E-10,1.06819217272241E-08,1.32474332427916E-08,9.85741507596123E-05
Iowa,Montgomery,10740,12.844145067435800,Relatively Low,76.25716104392110,77.77777777777780,19137,0.87542844826395,0.023818650245667,0.00745,6,70.5,75.773900582,0.8213221601,0.2191754893,0.2378964332,0.059632438,0.322,3.12992330338288E-09,7.72273327920785E-10,9.98719191554997E-09,1.38893885468536E-08,0.00014917203299320800
Iowa,Union,12534,9.16439067233848,Relatively Low,50.54105665181410,30.303030303030300,19175,0.837507764434074,0.059047527313232,0.02517,0,62.5,77.761784375,0.8714696027,0.21685217,0.2202426827,0.0606156109,0.369,3.28851868745481E-09,7.27108099443695E-10,1.06913932543994E-08,1.47070200412979E-08,0.0001843377891976280
Iowa,Ringgold,5131,12.67189834983150,Relatively Low,75.58879694462130,74.74747474747480,19159,0.837707007573919,0.053984885215759,0.02386,0,44.5,78.639517982,0.6180081855,0.1987237767,0.234284657,0.0691518098,0.321,2.3320738448251E-09,6.60050677969986E-10,1.05085693551622E-08,1.35006938779573E-08,6.92720602877987E-05
Iowa,Shelby,12167,9.850671675358720,Relatively Low,56.87460216422660,38.38383838383840,19165,0.895846653141107,0.005935896635056,0.00492,8,96.75,80.283657042,0.6220103559,0.1845623022,0.2612894319,0.0611947002,0.337,2.38802631066858E-09,8.75488190867055E-10,1.10708926829532E-08,1.43344071844889E-08,0.00017440673221367600
Iowa,Audubon,6119,12.469756362620500,Relatively Low,74.88860598345000,71.71717171717170,19009,0.881574639309433,0.007514845132828,0.00186,0,91.33333333333330,76.377317037,0.6504330773,0.2022115866,0.2540283372,0.0689067446,0.318,2.45443022110333E-09,8.560813156732E-10,1.01651090568124E-08,1.3475620593589E-08,8.24573224121709E-05
Iowa,Sac,10350,14.679088097201600,Relatively Moderate,83.29089751750480,91.91919191919190,19161,0.891772497959214,0.006387273073196,0.01518,0,95.25,77.988922886,0.7941062802,0.1922084052,0.240740865,0.0590226073,0.369,2.99658569176956E-09,8.93205298065326E-10,1.06929253912917E-08,1.45827163811266E-08,0.00015093111454466000
Iowa,Harrison,14928,10.345133469718000,Relatively Low,60.72565245066840,48.48484848484850,19085,0.878623916531557,0.049478611946106,0.03745,4,84.0,77.647223519,0.5103161844,0.1971600719,0.2440824112,0.052594235,0.367,1.94611967436325E-09,8.47215738723229E-10,1.06131952502731E-08,1.34065306633596E-08,0.0002001326897426310
Iowa,Ida,7089,10.202830605554700,Relatively Low,59.6435391470401,43.43434343434340,19093,0.895350010709226,0.002764666974545,0.00202,0,93.66666666666670,77.188686587,0.7805050078,0.1973019144,0.2479674471,0.0498489426,0.318,2.94526085115322E-09,8.60452420350478E-10,1.0086434572373E-08,1.38921478438767E-08,9.84814360652421E-05
Iowa,Guthrie,10954,11.073549831349600,Relatively Low,66.10439210693830,54.54545454545450,19077,0.853279353891397,0.070352492332458,0.0308,0,73.66666666666670,80.800560213,0.7424685047,0.1986864744,0.2570627063,0.0586953891,0.376,2.8017288784232E-09,7.99653768285244E-10,1.15994098235428E-08,1.52007924702512E-08,0.00016650948071913200
Iowa,Webster,38013,15.805579751012800,Relatively Moderate,86.7600254614895,97.97979797979800,19187,0.880275652698148,0.044287586212158,0.02458,0,75.75,77.025323612,0.7518743588,0.2108551817,0.2590240979,0.0542166451,0.375,2.83722217260522E-09,8.27553260688577E-10,1.08080988461806E-08,1.44728742794744E-08,0.0005501573699856590
Iowa,Crawford,17096,15.119729076362000,Relatively Moderate,84.85041374920430,93.93939393939390,19047,0.893441293827921,0.012131838798523,0.00352,0,88.8,78.978223074,0.7384768367,0.2026017918,0.2270128683,0.1099019116,0.367,2.78666619032547E-09,8.646511105298E-10,1.13224827119221E-08,1.49738000127774E-08,0.00025599208501844300
Iowa,Greene,9336,11.569372515076600,Relatively Low,69.98726925525140,61.616161616161600,19073,0.885658369790211,0.021223139762878,0.01468,1,95.25,79.474110261,0.6890531277,0.1948227674,0.2443466863,0.0546919977,0.402,2.60527049673895E-09,8.83053189973374E-10,1.13423697212339E-08,1.48306934079462E-08,0.00013845935365658600
Iowa,Franklin,10680,11.163890975811600,Relatively Low,66.80458306810950,55.55555555555560,19069,0.896379366887266,0.011930004358292,0.00844,0,95.33333333333330,79.409517179,0.7265917603,0.1975824087,0.249063458,0.0740928057,0.481,2.74181747073487E-09,8.79487869994188E-10,1.22624556858636E-08,1.58837610265927E-08,0.0001696385677640100
Iowa,Howard,9566,9.695089285279590,Relatively Low,55.50604710375560,36.36363636363640,19089,0.893328606891919,0.023985867500305,0.00892,0,88.66666666666670,78.496029039,0.8111018189,0.2023070903,0.2426013197,0.0646102543,0.339,3.06071890587726E-09,8.47592156818153E-10,1.06995132065216E-08,1.4607824269217E-08,0.00013973844695933000
Iowa,Chickasaw,12439,8.843166135660450,Relatively Low,47.64481222151500,25.252525252525300,19037,0.890271211867544,0.031650831699371,0.00975,4,90.25,78.897905389,0.6829327116,0.1937903831,0.2641565615,0.0662989286,0.313,2.59749371391901E-09,8.53251347239213E-10,1.0692338395236E-08,1.41430834563942E-08,0.0001759258151140880
Iowa,Bremer,24276,6.928334127361140,Very Low,27.9439847231063,4.040404040404040,19017,0.884082177190631,0.044132561683655,0.03113,0,83.0,82.006315195,0.8234058329,0.1626118175,0.2648877497,0.0368019628,0.352,3.10714850002988E-09,8.24858970853753E-10,1.12218337176044E-08,1.51538411884881E-08,0.0003678746486917370
Iowa,Butler,14867,9.249181980172360,Relatively Low,51.36855506047100,31.313131313131300,19023,0.889752239104146,0.023859910964966,0.02118,0,91.8,77.673969597,0.6375193381,0.1904372796,0.247474381,0.0529836767,0.332,2.40569980921914E-09,8.63316846734758E-10,1.0284307216983E-08,1.35533238729369E-08,0.0002014972660189530
Iowa,Worth,7598,9.335116794889890,Relatively Low,52.22788033099940,32.323232323232300,19195,0.893878012591686,0.010651420354843,0.03457,0,95.0,81.059792446,0.6843906291,0.1936688419,0.2492546659,0.0557633458,0.324,2.58257013938451E-09,8.798113941617E-10,1.10606682637704E-08,1.45230497973166E-08,0.00011034613236001200
Iowa,Winneshiek,21056,8.2234304013635,Relatively Low,41.34309357097390,18.181818181818200,19191,0.875635900083837,0.085532054901123,0.02225,0,69.2,83.393024915,0.7754084347,0.1698527965,0.2833970001,0.0438777691,0.313,2.92602876798084E-09,7.80045910724101E-10,1.14860387056375E-08,1.51921133843424E-08,0.000319885139420714
Iowa,Cerro Gordo,44151,13.098408184971700,Relatively Low,77.65754296626350,80.8080808080808,19033,0.876625289233848,0.010820354223251,0.031,6,80.72727272727270,78.379245304,0.9230821499,0.1798788278,0.2231858493,0.0480739788,0.34,3.51391791094661E-09,8.24004377516201E-10,1.01659863505407E-08,1.45039086390035E-08,0.0006403620703206430
Iowa,Fayette,20880,11.787667033406900,Relatively Low,71.5786123488224,66.66666666666670,19065,0.887325783377589,0.061494355201721,0.01669,0,80.14285714285710,78.881676711,0.7822318008,0.1999091957,0.2513075889,0.0618397147,0.385,2.95177696030066E-09,8.36480892268921E-10,1.12255870304913E-08,1.50138448830609E-08,0.00031348908115831100
Iowa,Mitchell,10776,11.440678686889600,Relatively Low,69.09611712285170,60.60606060606060,19131,0.895469635285485,0.022247922420502,0.00802,0,87.66666666666670,79.628837006,0.703043801,0.200506586,0.2398272804,0.0710574018,0.382,2.65295848590103E-09,8.50680550316464E-10,1.13561197585079E-08,1.48597587947254E-08,0.00016012876077196100
